143	183
5	195
15	30
203	214
122	204
51	200
3	11
144	211
74	239
59	145
103	104
55	197
45	47
49	52
10	26
67	71
0	28
205	237
104	111
33	53
76	237
46	203
206	222
48	136
234	239
105	235
147	232
199	213
75	88
165	167
94	102
155	159
103	176
31	151
186	191
10	67
190	219
29	71
85	193
56	57
8	11
13	151
64	145
97	200
36	61
79	238
186	224
120	211
12	41
162	170
99	102
51	203
75	241
37	53
38	43
16	30
74	236
45	46
182	201
8	15
25	179
92	218
24	100
67	70
205	236
229	230
91	205
33	52
62	139
8	195
64	72
46	200
234	236
163	168
1	5
6	48
194	210
15	32
5	26
62	69
18	151
132	147
165	166
80	89
94	103
140	202
220	222
31	39
36	136
125	155
110	160
57	133
52	136
213	221
177	192
83	234
183	204
215	223
92	138
143	177
33	47
124	223
76	90
148	188
95	108
64	109
122	124
16	31
2	94
103	106
215	227
149	209
77	79
162	207
39	151
39	100
33	203
80	234
171	197
17	27
37	40
11	30
234	237
124	144
5	25
137	145
18	39
75	90
236	239
47	54
23	41
55	158
59	219
59	72
102	110
159	172
68	72
138	237
158	232
190	217
204	211
142	216
146	231
196	233
202	222
121	192
154	174
130	215
83	237
152	161
78	82
7	195
134	194
33	46
218	226
15	27
76	91
140	170
37	51
117	118
211	241
140	147
74	234
21	195
120	130
159	181
7	150
196	221
205	234
142	144
17	26
155	180
70	195
36	119
36	198
83	165
92	220
148	222
58	207
30	41
143	232
160	223
199	214
132	157
99	160
94	101
118	127
47	49
40	48
12	29
126	135
34	100
102	111
68	171
78	230
24	151
56	60
85	191
8	14
3	19
140	232
93	136
26	195
16	53
59	137
152	162
78	83
58	135
105	160
158	197
63	72
33	45
100	195
95	110
3	15
46	179
144	215
12	86
16	17
201	228
95	102
159	180
183	210
111	146
62	63
164	175
17	24
2	32
128	131
172	180
90	204
170	183
209	223
184	214
8	19
47	48
23	43
97	160
117	222
12	30
201	211
130	241
31	32
0	41
133	182
19	179
204	205
85	190
154	172
177	197
83	239
96	98
152	163
215	216
162	166
91	229
147	183
9	11
160	169
85	225
89	230
113	169
95	105
3	14
140	141
16	18
36	93
228	236
163	176
1	61
148	171
9	214
194	202
33	200
156	178
122	237
112	154
164	168
50	51
177	188
82	130
11	19
163	172
152	155
12	35
185	198
208	225
57	109
5	6
66	135
18	34
65	69
96	110
98	118
26	28
12	31
102	146
49	119
187	225
78	228
34	86
205	223
39	41
32	39
213	217
198	224
60	66
46	119
68	137
162	167
87	227
91	228
147	182
15	100
95	104
37	48
155	173
101	103
192	197
22	25
117	149
201	234
72	232
148	197
129	144
33	184
133	141
137	202
40	200
13	43
36	193
163	175
92	223
90	202
53	119
14	15
94	104
64	139
105	231
37	200
74	79
130	207
35	86
48	219
78	122
143	201
104	173
124	176
66	121
85	203
204	207
133	197
99	112
47	97
108	160
103	125
16	71
130	211
35	114
21	28
152	165
116	158
30	100
114	173
143	188
89	228
95	107
122	215
41	43
155	172
140	143
16	20
99	113
59	116
163	178
58	68
196	217
63	139
138	222
209	227
138	161
33	93
76	228
127	207
55	177
82	241
210	220
152	157
128	134
176	178
184	217
84	199
74	76
40	52
21	150
78	234
125	149
20	39
6	22
39	43
85	187
75	125
98	169
84	219
106	160
92	204
183	202
115	176
54	93
1	71
111	122
158	201
90	131
57	58
111	235
56	109
76	80
132	194
15	151
99	111
122	212
112	113
155	175
79	90
201	232
13	21
182	192
49	189
159	176
58	69
96	240
72	121
138	223
157	209
0	20
124	138
76	229
131	132
13	41
207	215
141	197
135	137
187	198
68	82
172	176
185	203
228	239
161	178
162	237
134	143
75	80
127	226
35	41
129	222
20	32
158	210
9	19
160	240
95	113
99	114
75	205
179	200
77	89
154	168
130	209
16	200
183	197
21	26
34	151
0	9
89	234
204	237
42	208
32	70
131	171
155	174
107	169
26	32
12	34
163	180
58	66
45	200
148	183
149	218
138	220
0	21
110	240
205	228
229	238
80	82
104	231
75	149
2	61
82	239
187	217
152	159
176	180
6	40
228	232
80	205
128	158
18	30
14	18
98	114
3	61
141	232
82	211
186	213
59	65
115	214
7	71
58	237
147	158
143	202
57	141
132	232
133	177
66	116
95	112
13	31
73	221
2	195
121	201
16	43
74	241
96	103
59	109
152	168
92	130
158	188
76	82
80	149
127	212
155	161
16	23
22	29
31	86
95	97
193	208
131	134
27	41
50	93
108	235
74	87
64	65
173	178
177	183
103	134
13	16
135	139
11	22
81	93
172	178
0	67
161	176
52	189
15	43
9	70
18	31
75	82
165	173
98	115
107	112
74	75
93	189
117	216
12	20
59	64
157	230
110	169
190	193
67	150
217	225
131	177
131	222
144	226
130	175
45	81
7	21
196	225
105	169
0	11
52	198
156	164
76	83
193	203
108	113
117	144
148	194
68	121
149	216
138	218
157	174
33	81
87	130
80	227
33	179
184	193
32	100
55	170
64	66
46	214
177	182
106	231
1	19
228	234
201	237
191	196
184	221
132	133
62	194
14	16
165	172
98	112
23	32
46	93
55	145
102	103
31	41
0	32
104	146
133	192
17	32
144	227
174	178
120	222
129	142
78	91
147	188
133	147
89	239
18	100
75	234
95	231
179	184
108	114
