143	183
203	214
122	204
51	200
3	11
144	211
74	239
59	145
103	104
45	47
49	52
10	26
67	71
0	28
205	237
104	111
33	53
206	222
48	136
234	239
1	3
105	235
147	232
199	213
75	88
165	167
94	102
155	159
3	67
31	151
186	191
10	67
190	219
29	71
56	57
8	11
13	151
64	145
79	238
120	211
12	41
99	102
51	203
75	241
37	53
38	43
16	30
74	236
45	46
182	201
8	15
25	179
92	218
24	100
67	70
205	236
229	230
91	205
33	52
8	195
64	72
46	200
234	236
163	168
1	5
6	48
194	210
15	32
5	26
62	69
18	151
132	147
165	166
80	89
94	103
140	202
220	222
31	39
36	136
125	155
57	133
52	136
213	221
177	192
83	234
215	223
143	177
33	47
124	223
76	90
148	188
95	108
64	109
122	124
16	31
103	106
215	227
149	209
77	79
39	151
39	100
33	203
76	239
80	234
171	197
17	27
37	40
11	30
234	237
15	35
5	25
137	145
18	39
75	90
236	239
118	207
47	54
23	41
55	158
59	72
102	110
159	172
68	72
158	232
190	217
204	211
142	216
146	231
196	233
154	174
130	215
83	237
152	161
78	82
7	195
134	194
33	46
218	226
15	27
76	91
231	235
37	51
140	147
21	195
120	130
159	181
7	150
196	221
205	234
142	144
70	195
36	119
92	220
30	41
143	232
99	160
94	101
118	127
47	49
40	48
126	135
34	100
11	61
78	230
24	151
56	60
3	19
140	232
59	137
152	162
78	83
58	135
105	160
158	197
33	45
100	195
95	110
99	107
3	15
46	179
144	215
12	86
16	17
95	102
159	180
183	210
111	146
164	175
17	24
2	32
152	154
128	131
172	180
209	223
5	7
8	19
47	48
23	43
97	160
117	222
12	30
130	241
133	182
154	172
177	197
83	239
96	98
152	163
215	216
162	166
91	229
147	183
85	225
89	230
113	169
95	105
3	14
140	141
16	18
36	93
163	176
1	61
148	171
9	214
194	202
33	200
156	178
112	154
164	168
50	51
177	188
97	101
11	19
163	172
152	155
185	198
208	225
57	109
5	6
9	67
66	135
18	34
65	69
26	28
12	31
102	146
49	119
187	225
78	228
34	86
56	62
32	39
213	217
198	224
60	66
46	119
162	167
87	227
91	228
147	182
37	48
155	173
192	197
22	25
117	149
72	232
148	197
80	238
33	184
133	141
40	200
13	43
36	193
163	175
92	223
53	119
191	217
14	15
94	104
64	139
105	231
37	200
130	207
35	86
48	219
78	122
124	176
66	121
85	203
204	207
133	197
99	112
16	71
130	211
21	28
152	165
30	100
143	188
89	228
95	107
122	215
41	43
155	172
140	143
16	20
99	113
59	116
163	178
58	68
63	139
138	222
209	227
33	93
76	228
127	207
82	241
3	21
152	157
128	134
176	178
184	217
8	22
84	199
74	76
21	150
78	234
20	39
6	22
39	43
75	125
98	169
84	219
106	160
92	204
183	202
1	71
0	8
158	201
57	58
111	235
63	116
56	109
132	194
15	151
166	176
99	111
112	113
155	175
79	90
201	232
13	21
182	192
49	189
159	176
58	69
96	240
72	121
138	223
0	20
76	229
131	132
51	93
13	41
207	215
135	137
187	198
172	176
185	203
228	239
101	103
161	178
162	237
134	143
75	80
127	226
35	41
20	32
20	151
9	19
95	113
99	114
75	205
179	200
3	22
77	89
154	168
130	209
183	197
21	26
34	151
89	234
42	208
32	70
131	171
155	174
107	169
26	32
12	34
163	180
58	66
45	200
149	218
138	220
0	21
110	240
205	228
104	231
75	149
2	61
82	239
187	217
152	159
176	180
6	40
80	205
128	158
18	30
14	18
98	114
3	61
141	232
186	213
59	65
7	71
147	158
143	202
57	141
132	232
133	177
66	116
95	112
27	30
13	31
73	221
16	43
74	241
96	103
59	109
152	168
7	26
120	220
92	130
158	188
162	163
76	82
127	212
155	161
16	23
22	29
12	35
31	86
95	97
193	208
50	93
108	235
74	87
173	178
177	183
13	16
11	22
1	28
81	93
172	178
0	67
161	176
52	189
15	43
9	70
18	31
75	82
98	115
107	112
74	75
93	189
117	216
12	20
110	169
190	193
67	150
132	170
217	225
131	177
45	81
7	21
128	210
196	225
0	11
156	164
76	83
193	203
108	113
127	215
117	144
148	194
68	121
149	216
157	174
80	227
33	179
184	193
32	100
64	66
46	214
177	182
106	231
1	19
228	234
191	196
184	221
132	133
62	194
23	32
46	93
102	103
31	41
0	32
20	35
39	86
104	146
133	192
131	197
17	32
211	220
174	178
120	222
129	142
147	188
133	147
89	239
18	100
166	180
75	234
108	114
117	125
209	230
194	197
109	137
94	231
193	214
198	208
93	200
173	176
121	135
50	189
82	234
105	114
54	136
6	47
191	199
28	70
23	35
2	28
59	66
58	121
6	11
123	145
203	217
4	195
13	28
3	26
92	127
120	223
33	36
238	239
171	210
5	71
85	233
89	238
166	181
99	146
122	209
108	115
155	162
45	179
72	126
149	230
157	172
67	195
143	158
80	229
104	235
62	183
112	146
74	82
126	145
130	226
130	149
172	173
0	70
5	14
28	71
216	223
95	169
23	34
59	69
31	43
7	67
125	175
190	196
213	225
3	29
211	222
174	176
92	120
47	219
1	10
152	172
52	193
76	78
89	237
51	214
75	236
17	43
60	126
97	231
69	137
55	72
115	146
128	177
58	62
80	87
80	230
184	196
109	135
17	23
97	146
64	69
140	170
69	109
197	201
26	67
92	215
96	146
172	174
0	71
57	116
66	109
14	100
8	29
14	23
41	100
13	71
25	29
68	158
1	195
48	49
78	237
9	21
119	214
123	147
213	224
131	194
13	26
141	182
154	178
152	173
190	225
29	61
56	116
76	79
132	201
8	70
155	164
95	111
1	11
105	111
58	63
161	175
42	190
165	180
23	24
74	80
22	67
97	115
55	62
106	114
1	22
172	175
87	205
90	211
237	241
160	235
133	232
18	24
14	20
118	216
178	180
212	218
153	157
82	205
48	50
129	215
125	173
42	84
75	117
36	44
26	70
221	233
92	122
80	239
220	223
183	194
57	66
156	161
132	202
42	219
122	220
177	210
155	167
64	123
18	25
21	71
149	227
42	191
207	223
117	206
97	114
82	230
130	144
106	115
44	189
24	32
101	111
123	137
5	11
103	160
103	110
53	81
118	138
193	225
131	183
41	70
25	61
127	142
23	67
16	34
26	71
154	176
219	233
0	1
134	188
91	241
109	126
5	67
133	158
14	34
131	147
108	111
155	166
60	121
197	210
21	70
161	173
19	25
122	142
109	132
131	143
13	32
114	152
114	235
33	119
237	239
204	222
28	67
127	149
73	186
16	86
79	229
82	90
44	49
48	52
20	41
143	210
15	20
85	208
94	160
13	23
16	35
36	46
59	135
36	189
152	176
20	94
58	137
105	146
90	230
0	2
114	160
156	163
14	35
122	218
46	189
55	68
230	234
92	207
77	238
34	35
170	197
167	176
223	227
184	200
89	205
65	116
47	189
37	119
121	137
82	228
55	59
90	222
123	139
56	64
5	9
81	136
204	223
132	140
118	223
47	81
64	135
13	67
50	200
82	91
44	50
9	25
